Place_name
熱蘭遮城博物館
鹽神白沙灘公園
綠地
歷史水景公園
臺灣開拓史料蠟像館
慈濟高中附小
慈濟高中附中
安平國小附幼
安平國中補校
石門國小附幼
臺南市立第三幼兒園伍德分班
建平六街停車場
簡易運動空間
簡易運動空間
移民署臺南市第一專勤隊
移民署臺南市第一服務站
健保署南區業務組
標檢局臺南分局
台電臺南營業處
中西戶政所
臺南市警察局刑事警察大隊
臺南市警察局婦幼警察隊
臺南市警察局少年警察隊
中西衛生所
臺南市稅務局
中西區公所
臺灣高院臺南分院
行政執行署臺南分署
臺南醫院
臺灣文學館
臺南生活美學館
臺南中正路郵局
臺南友愛街郵局
臺南永樂郵局
臺南普濟郵局
保二總隊第三大隊第二中隊中港分隊
加工出口區管理處中港分處
台中港關連工業區
關務署台中關中港加工出口區辦公室
環保公園
消防署台中港務消防隊南堤分隊
兒童公園
梧棲第二市場
中港國小附幼
中港國小
梧南國小
大德國小
臺中港區綜合體育館
中港高中
中港高中國中部
足球場
網球場
移民署臺中港入出境旅客服務站
港區停車場
台中港郵局
臺中港警局
臺中港消防隊第一小隊
臺中港務消防隊體技館
臺中港警局通行證發證中心
港區停車場
港區停車場
港區停車場
南突堤停車場
管制站
運研所港研中心
航港局中部航務中心
臺中港消防隊西碼頭小隊
歷坵村衛生室
海巡署開元漁港安檢所
蘭嶼鄉公所
蘭嶼鄉朗島班托幼兒園
臺東分局朗島派出所
朗島國小
蘭嶼手工藝品展售中心
台電蘭嶼貯存場
蘭嶼垃圾衛生掩埋場
蘭嶼飛魚生活文化館
台電蘭嶼發電廠
蘭嶼青少年文化活動中心
台電蘭嶼服務所
海巡署南寮漁港安檢所
臺東分局綠島分駐所
綠島戶政所
綠島郵局
綠島圖書館
臺東縣消防局綠島分隊
綠島鄉公所
綠島鄉代會
梅花鹿生態園區
海巡署綠島生態保育小隊
綠島鄉立托兒所
綠島南寮港
台電綠島發電廠
台電綠島服務所
吉安分局吉安派出所
吉安慶修院
宜昌郵局
吉安衛生所
黃昏市場
花蓮農改場
勝安運動公園
吉安郵局
慶豐市場
吉安國中
自強夜市
花蓮果菜市場
吉安清潔隊
北昌國小
北昌國小附幼
吉安分局北昌派出所
海巡署水璉安檢所
水璉國小
水璉國小附幼
吉安分局水璉派出所
化仁國中水璉分校
台水九區處水璉淨水廠
衛福部玉里醫院溪口精神護理之家
溪口國小
海巡署鹽寮漁港安檢所
中正公園
壽豐鄉文史館
豐裡國小
壽豐鄉示範幼兒園
親水公園
壽豐國中
豐山國小附幼
豐山國小
豐田郵局
壽豐豐田市場
臺鐵豐田站
花東縱谷風景區鯉魚潭遊客服務中心
潭北停車場
潭北親水公園
富源國中
自強外役監獄
富豐村衛生室
光復鄉大富社區富豐幼兒園
自強外役監獄無毒農作生態體驗園區
臺鐵大富站
鳳林分局大富派出所
大富國小
台水九區處溪頭淨水廠
花蓮林管處大農大富平地森林園區服
大興國小
西富國小
大興瀑布紀念公園
大興瀑布紀念公園
光復鄉幼兒園
大進國小
大進國小附幼
花東縱谷風景區羅山遊憩區
東竹國小
玉里分局竹田派出所
富北國中
臺鐵東竹站
花蓮縣富野鄉第四公墓
阿眉溪畔休憩公園
衛福部玉里醫院萬寧院區
萬寧國小
東里國中
東里社區公園
東里國小
東里郵局
安德啟智中心東里職訓部
玉里分局東里派出所
花蓮縣消防局東里分隊
臺鐵東里站
吳江國小
台電富里服務所
東里故事館
邱家古厝
花蓮港警局東堤分駐所
公路總局洛韶工務段大禹嶺道班房
天祥公園
太魯閣國家公園天祥遊客服務站
天祥郵局
太管處天祥管理站
國家公園警察隊文山小隊
天祥衛生室
新城分局天祥派出所
新城分局合歡派出所
國家公園警察隊合歡小隊
花蓮林管處新城工作站關原護管所
公路總局慈恩監工站伍橋道班房
公路總局洛韶工務段
太魯閣國家公園環境教育中心
合歡山國家森林遊樂區
合歡山森林遊樂區遊客服務中心
國軍花蓮總醫院民眾診療服務處
富世村衛生室
公路總局太魯閣監工站
天祥停車場
太魯閣國家公園遊客中心停車場
國家公園警察隊太魯閣警察隊
太管處太魯閣遊客中心
太魯閣國家公園
太魯閣國家公園管理處
砂卡礑步道停車場
崇德國小附幼
崇德國小
新城分局崇德派出所
海巡署崇德安檢所
臺鐵崇德站
海巡署板下安檢所
鳳林分局鳳林派出所
海巡署和平工業港安檢所
臺鐵和平站
鐵路警察局和平派出所
和平工業區
台電和平服務所
礦務局和平礦場保安中心
工業局和平工業區服務中心
花蓮縣消防局和平分隊
和平郵局
和平國小
和平國小附幼
新城分局和平派出所
秀林鄉幼兒園和平分班
公路總局和平工務段
台電和仁一次配電變電所
紅葉國小
紅葉村衛生室
鳳林分局紅葉派出所
萬榮鄉幼兒園
富源國家森林遊樂區
國家公園警察大隊玉山警察隊南安小
花蓮縣消防局卓溪分隊
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊虎井漁港安檢所
澎湖縣政府警察局馬公分局虎井派出所
澎湖縣政府消防局第一救災救護大隊虎井分隊
澎湖縣馬公市虎井國民小學
澎湖縣馬公市虎井里衛生室
觀音公園
虎井漁港
西山漢白玉觀音巨像
虎井遊客服務中心
澎湖縣立中正國民中學虎井分部
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊西衛漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊重光漁港安檢所
國立澎湖科技大學
澎湖縣馬公市文光國民小學
澎湖縣立文光國民中學
重光漁港
光榮海堤公園
光榮公園
千禧扶輪日昇公園
內政部入出國及移民署服務事務大隊澎湖縣服務站
內政部入出國及移民署澎湖服務中心
內政部入出國及移民署專勤事務第一大隊澎湖縣專勤隊
行政院財政部國有財產署南區分署澎湖辦事處
臺灣土地銀行澎湖分行
海洋渡假村
和田大飯店
澎湖第一信用合作社民權分社
嘉華大飯店
澎湖第二信用合作社營業部
全家便利商店澎湖海洋店
長春大飯店
寶華觀光旅館
四海大飯店
豐國大飯店
豐谷大飯店
台灣中油加油站馬公站
7-ELEVEn天人菊門市
7-ELEVEn山水門市
合作金庫商業銀行澎湖分行
中華郵政澎湖郵便局
海星國小
行政院海岸巡防署海岸巡防總局南部地區巡防局第七岸巡總隊
行政院海岸巡防署海岸巡防總局南部地區巡防局第十三巡防區
行政院海岸巡防署海岸巡防總局南部地區巡防局第十三巡防區澎湖機動查緝
澎湖縣馬公市興仁國民小學
蔡廷蘭進士第公園
澎湖防衛司令部紀念林
7-ELEVEn澎南門市
蔡廷蘭進士第
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊風櫃西漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊風櫃東漁港安檢所
澎湖縣馬公市風櫃國民小學
澎湖青灣情人海灘
風櫃西漁港
風櫃東漁港
風櫃西漁港避風港
風櫃濤聲
行政院農業委員會水產試驗所澎湖海洋生物研究中心
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊時裡後漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊井垵漁港安檢所
澎湖縣馬公市時裡國民小學
教育公園
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊鎖港漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊鐵線漁港安檢所
澎湖縣政府警察局馬公分局鎖港派出所
澎湖縣政府消防局第一救災救護大隊澎南分隊
澎湖縣馬公市五德國民小學
澎湖縣立澎南國民中學
澎湖縣文化局圖書館澎南圖書分館
澎湖縣馬公市第二衛生所
鎖港北石塔
鎖港南石塔
中華郵政馬公鎖港郵局(澎湖8支)
鎖港漁港
五德漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊五德漁港安檢所
鐵線漁港
鎖港停車場
澎湖縣文化局圖書館澎南圖書分館停車場
澎湖第一信用合作社澎南分社
台灣中油加油站澎大站
7-ELEVEn鎖港門市
永川醫院
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊烏崁漁港安檢所
烏崁漁港
烏崁舊漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊桶盤漁港安檢所
澎湖縣馬公市桶盤衛生室
桶盤漁港
經濟部水利署桶盤海水淡化廠
澎湖縣政府警察局馬公分局桶盤駐在所
澎湖縣政府消防局第一救災救護大隊桶盤分隊
澎湖縣水產種苗繁殖場
井垵漁港
7-ELEVEn井垵門市
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊山水漁港安檢所
澎湖縣馬公市山水國民小學
山水海灘
山水漁港
社區公園
澎湖第二信用合作社澎南分社
行政院海岸巡防署海岸巡防總局南部地區巡防局岸巡七總隊庫房
福朋喜來登大酒店
福朋喜來登籌備處
門諾醫院壽豐分院
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊沙港中漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊沙港西漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊沙港東漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊中西漁港安
澎湖縣政府警察局馬公分局沙港派出所
中西漁港
沙港西漁港
沙港中漁港
沙港東漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊青螺漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊紅羅漁港安檢所
青螺沙嘴
青螺船澳
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊南北寮漁港安檢所
奎壁山遊憩區
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊潭邊漁港安
潭邊漁港
澎湖縣湖西鄉成功國民小學
澎湖縣立志清國民中學
成功水庫賞鳥區
佳民國小
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊果葉漁港安檢所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊白坑漁港安檢所
澎湖縣湖西鄉戶政事務所
澎湖縣湖西鄉果葉國民小學
澎湖縣湖西鄉衛生所
奎壁山海灘
果葉漁港
白坑漁港
南北寮漁港
澎湖縣湖西鄉立幼兒園
全家便利商店澎湖湖西店
澎湖第二信用合作社湖西分社
7-ELEVEn湖西門市
澎湖第一信用合作社湖西分社
澎湖縣湖西鄉湖西國民小學
澎湖縣政府警察局馬公分局湖西分駐所
澎湖縣政府環境保護局
澎湖縣立游泳館
交通部民用航空局馬公航空站
內政部警政署航空警察局高雄分局馬公分駐所
馬公航空站停車場
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊尖山漁港安檢所
澎湖縣政府警察局馬公分局龍門派出所
澎湖縣湖西鄉龍門國民小學
混成支隊上陸紀念碑
尖山漁港
龍門沙灘
龍門鼓浪
龍門漁港
台灣電力公司尖山發電廠
龍門海濱渡假村
裡正角七彩玻璃海灘
中華電信湖西直營中心
澎湖縣政府消防局第一救災救護大隊吉貝分隊
澎湖縣立吉貝國民中學
吉貝沙尾
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊吉貝漁港安
吉貝文物館
澎湖縣白沙鄉吉貝衛生室
吉貝漁港
吉貝石滬文化館
吉貝遊客中心
澎湖縣馬公市立幼兒園(東衛分部)
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊瓦硐漁港安
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊後寮漁港安
澎湖縣白沙鄉後寮國民小學
後寮遊客中心
後寮沙灘
後寮漁港
瓦硐漁港
白沙鄉後寮村綜合運動場
台灣中油加油站通梁站
澎湖縣政府警察局白沙分局
澎湖縣政府警察局白沙分局通樑派出所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊赤崁漁港安
澎湖縣白沙鄉戶政事務所
澎湖縣白沙鄉民代表會
澎湖縣政府警察局白沙分局白沙派出所
澎湖縣政府消防局第一救災救護大隊白沙分隊
澎湖縣立白沙國民中學
澎湖縣白沙鄉港子國民小學
澎湖縣白沙鄉立乃輝圖書館
白沙藝文中心
行政院農業委員會水產試驗所澎湖海洋生物研究中心
全家便利商店澎湖赤崁店
澎湖第一信用合作社赤崁分社
澎湖第二信用合作社白沙分社
7-ELEVEn白沙門市
澎湖縣白沙鄉公所
澎湖縣白沙鄉清潔隊
澎湖縣白沙鄉赤崁國民小學附設幼兒園
澎湖縣白沙鄉赤崁國民小學
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊岐頭漁港安
岐頭地景公園
岐頭漁港
岐頭遊憩區
岐頭遊客中心
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊鳥嶼漁港安
澎湖縣政府警察局白沙分局鳥嶼駐在所
鳥嶼漁港
澎湖縣政府消防局第一救災救護大隊鳥嶼分隊
澎湖縣立鳥嶼國民中學
澎湖縣白沙鄉鳥嶼衛生室
玄武岩地質保護區
潭門漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊城前漁港安
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊講美漁港安
澎湖縣政府警察局白沙分局講美派出所
澎湖縣白沙鄉講美國民小學
澎湖縣立鎮海國民中學
城前漁港
講美漁港
白沙鄉講美鎮海社區海堤公園
講美棒球場
城前社區休憩公園
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡勤務中隊
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊員貝漁港安
澎湖縣政府警察局白沙分局員貝駐在所
澎湖縣政府消防局第一救災救護大隊員貝分隊
澎湖縣白沙鄉員貝衛生室
員貝漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊大倉漁港安
澎湖縣政府警察局白沙分局大倉駐在所
澎湖縣政府消防局第一救災救護大隊大倉分隊
吉安分局志學派出所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊中屯漁港安
中屯漁港
澎湖縣白沙鄉中屯國民小學
澎湖縣白沙中屯綠能源公園
能源公園
中油赤崁漁船站
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊大池漁港安
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊池西漁港安
澎湖縣西嶼鄉公所
澎湖縣西嶼鄉戶政事務所
澎湖縣西嶼鄉民代表會
澎湖縣西嶼鄉池東國民小學
池東零售市場
池西漁港
澎湖第一信用合作社西嶼分社
澎湖縣西嶼鄉立幼兒園
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊內垵南漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊外垵漁港安
澎湖縣西嶼鄉內垵國民小學
內垵遊憩區
西嶼西臺
內垵南漁港
西嶼西臺停車場
澎湖縣內垵衛生室
台灣中油加油站外垵站
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊小門漁港安
澎湖縣西嶼鄉小門國民小學
小門地質館
小門漁港
鯨魚洞
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊合界漁港安
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊竹灣漁港安
行政院農業委員會畜產試驗所澎湖工作站
澎湖縣政府警察局白沙分局竹灣派出所
澎湖縣西嶼鄉合橫國民小學
澎湖縣西嶼鄉竹灣國民小學
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊橫礁漁港安
后螺海灘
橫礁沙灘
橫礁漁港
西嶼公園
漁翁島遊客服務中心
漁翁島遊客服務中心停車場
澎湖縣政府警察局白沙分局西嶼分駐所
澎湖縣政府消防局第一救災救護大隊西嶼分隊
澎湖縣西嶼鄉大池國民小學
澎湖縣立西嶼國民中學
澎湖縣西嶼鄉衛生所
夢幻沙灘
澎湖二崁陳宅
中華郵政西嶼郵局(澎湖2支)
澎湖第二信用合作社西嶼分社
台灣中油加油站池東站
澎湖縣西嶼鄉立圖書館
西嶼鄉展演館
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊大果葉漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七二岸巡大隊赤馬漁港安
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊花嶼漁港安檢所
花嶼漁港
花嶼舊漁港
澎湖縣望安鄉花嶼國民小學附設幼兒園
澎湖縣望安鄉花嶼國民小學
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊水垵漁港安檢所
澎湖縣政府警察局望安分局水垵派出所
水垵漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊潭門漁港安檢所
澎湖縣望安鄉戶政事務所
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊中社漁港安檢所
澎湖縣立望安國民中學
澎湖望安綠蠵龜觀光保育中心
澎湖縣望安鄉衛生所
中華郵政望安郵局(澎湖3支)
交通部民用航空局望安航空站
中社漁港
綠蠵龜保護區
內政部警政署航空警察局高雄分局望安派出所
望安渡假中心
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊東嶼坪漁港安檢所
澎湖縣政府警察局望安分局東嶼坪派出所
澎湖縣望安鄉東嶼坪衛生室
西嶼坪漁港
東嶼坪漁港
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊東吉漁港安檢所
交通部中央氣象局東吉島氣象站
澎湖縣政府警察局望安分局雙吉派出所
澎湖縣望安鄉東吉衛生室
東吉漁港
澎湖縣七美鄉公所
澎湖縣七美鄉民代表會
澎湖縣七美鄉清潔隊
澎湖縣立七美國民中學
澎湖縣七美鄉雙湖國民小學
澎湖縣七美鄉立圖書館
大嶼常民生活文物館
澎湖縣七美鄉衛生所
潭子港
澎湖縣七美鄉戶政事務所
澎湖縣政府警察局望安分局七美分駐所
臺鐵七堵站
行政院海岸巡防署海岸巡防總局南部地區巡防局第七總隊七美漁港安檢所
澎湖縣政府消防局第二救災救護大隊七美分隊
鯉灣遊憩區
七美公有零售市場
中華郵政七美郵局(澎湖4支)
七美鯉港
石人風景區
大灣游憩區
七美人塚紀念館
南滬港
七美旅客服務中心
全家便利商店澎湖七美店
基隆市立醫院門診中心
通訊傳播委員會北區監理處基隆辦公
維德醫院
基隆市義勇消防總隊
基隆市交通旅遊處
基隆市產業發展處
基隆市消防局信二分隊
基隆市消防局第一大隊
信二路停車場
海巡署第二總隊
海巡署第二巡防區
長潭里安檢所
海巡署第一海巡隊
砂灣社區休閒公園
基隆市榮服處
漁港公園
祥豐市場
中正圖書館
第二分局安瀾橋派出所
基隆市海濱清潔隊
安瀾橋郵局
潮境公園停車場
碧砂休閒公園
八斗子魚市場
安心幼兒園八斗分班
八斗子安檢所
海洋科博館
碧砂公園
碧砂安檢所
三總附設基隆民眾診療服務處正榮院
八斗子濱海公園
碧砂公園
調查局航業處基隆調站
碧砂漁港觀光漁市停車場
基隆市警察局鑑識課
正濱國小補校
正濱國小
正濱國中補校
正濱國小附幼
正濱國中
基隆海事
基隆海事進修學校
旭丘公園
公路總局基隆福隆段公路新建工務所
第三分局七堵派出所
永平兒童遊樂場
七堵圖書館永平館
台電台北供電區營運處基隆線務段
基隆市臨時停車場
復興國小
復興國小附幼
國道警察局七堵小隊
友二里社區育樂場
瑪陵國小
瑪陵國小附幼
介壽公園
第三分局瑪陵派出所
尚仁國小附幼
尚仁國小
瑪東農村社區公園
富民親水公園
基隆市童子軍活動中心
三總附設基隆民眾診療服務處孝二院
台電基隆營業處
第一分局忠二路派出所
食品藥物管理署基隆港辦事處
愛三路郵局
孝三路郵局
東岸廟口停車場
基隆市旅遊服務中心
國光客運基隆站
臺鐵基隆站
陽明海洋文化藝術館
海巡署北部機動海巡隊
航港局北部航務中心
基隆氣象站
關務署基隆關
首都客運基隆站
疾管署基隆辦事處
標檢局基隆分局
港西街郵局
新民郵局
基隆市警察局第四分局
基隆果菜市場
基隆長庚醫院
汎航通運基隆長庚站
安樂區公所
基隆市長期照顧管理中心
安樂衛生所
安樂地政所
安樂戶政所
安樂圖書館
安和停車場
安樂路郵局
北區國稅局基隆分局
建德幼兒園
獅球公園
安和市場
安和親子公園
建德國小補校
建德國小附幼
建德國小
獅球嶺隧道
長樂國小
長樂國小附幼
基隆市婦幼福利服務中心
安心幼兒園安樂分班
樂利郵局
基隆客運基隆站
建德國中
建德國中補校
基隆市網球場
樂利三街停車場
二信高中國小部
四期二標停車場
安樂國小補校
安樂國小附幼
安樂國小
新山水庫管理大樓
台水一區處新山淨水場
第四分局安定派出所
干城社區公園
基隆市仁愛之家
安樂高中補校
安樂高中國中部
安樂高中
西定國小附幼
西定國小補校
西定國小
武崙國中
基隆市壘球場
南光神經精神科醫院
基隆防災教育館
基隆市消防局安樂消防分隊
基隆市消防局
武崙國小
武崙國小附幼
大武崙郵局
第四分局大武崙派出所
基隆社區大學
安心幼兒園中崙分班
工業局大武工業區服務中心
基隆長庚醫院情人湖院區
武隆市場
隆聖國小生態公園
隆聖國小
隆聖國小附幼
情人湖停車場
情人湖公園
大武崙砲台
大武崙漁港安檢所
天外天環保公園
天外天垃圾資源回收焚化廠
