Stake,RoadName,latitude,longitude,X_coor,Y_coor,Maintenanc,Main_Sec,Date,COUNTYNAME,TOWNNAME,VILLAGENAM,Remark1
158K+500,台2線,24.653875,121.831411,334158.24,2727695.74,四工處,頭城段,2012/6/21,宜蘭縣,五結鄉,成興村,
159K+000,台2線,24.649626,121.832878,334309.59,2727226,四工處,頭城段,2012/6/21,宜蘭縣,五結鄉,成興村,
159K+500,台2線,24.645663,121.834508,334477.23,2726788.01,四工處,頭城段,2012/8/24,宜蘭縣,五結鄉,成興村,
160K+000,台2線,24.64156,121.834467,334475.83,2726333.62,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,龍德里,
160K+500,台2線,24.637084,121.833039,334334.27,2725836.96,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,龍德里,
161K+000,台2線,24.632815,121.831662,334197.72,2725363.27,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,龍德里,
161K+500,台2線,24.628504,121.832083,334243.24,2724886.02,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,永榮里,
162K+000,台2線,24.62532,121.835425,334583.75,2724535.4,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,永榮里,
162K+500,台2線,24.622563,121.839054,334953.06,2724232.26,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,永榮里,
163K+000,台2線,24.619727,121.842865,335340.86,2723920.49,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,永榮里,
163K+500,台2線,24.616921,121.846624,335723.4,2723612.02,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,存仁里,
164K+000,台2線,24.614097,121.850138,336081.15,2723301.42,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,港邊里,
164K+500,台2線,24.61113,121.85362,336435.78,2722974.96,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,港邊里,
165K+000,台2線,24.607503,121.855967,336675.95,2722574.7,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,港邊里,
165K+500,台2線,24.603228,121.856091,336691.45,2722101.26,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
166K+000,台2線,24.598792,121.856197,336705.24,2721609.97,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
166K+500,台2線,24.594373,121.858243,336915.5,2721121.8,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
167K+000,台2線,24.590993,121.859283,337023.16,2720748.07,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
167K+500,台2線,24.587854,121.862797,337381.24,2720402.61,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,南安里,
168K+000,台2線,24.583973,121.864753,337582.05,2719973.97,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,南安里,
168K+500,台2線,24.586603,121.862853,337387.78,2720264.07,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,南安里,
169K+000,台2線,24.589003,121.859343,337030.62,2720527.69,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
169K+500,台2線,24.591873,121.858133,336906.08,2720844.82,四工處,頭城段,2012/8/24,宜蘭縣,蘇澳鎮,蘇東里,
00K+000,台2甲線,25.221515,121.631702,313650.1,2790462.92,一工處,景美段,2012/11/8,新北市,金山區,清泉村,
00K+500,台2甲線,25.220568,121.627114,313188.29,2790355.86,一工處,景美段,2012/11/8,新北市,金山區,六股村,
01K+000,台2甲線,25.219584,121.622273,312701,2790244.49,一工處,景美段,2012/11/8,新北市,金山區,五湖村,
01K+500,台2甲線,25.218326,121.617641,312234.9,2790103.1,一工處,景美段,2012/11/8,新北市,金山區,五湖村,
02K+000,台2甲線,25.218014,121.612695,311736.67,2790066.15,一工處,景美段,2012/11/8,新北市,金山區,五湖村,
02K+500,台2甲線,25.21753,121.607963,311260.09,2790010.48,一工處,景美段,2012/11/8,新北市,金山區,五湖村,
03K+000,台2甲線,25.216212,121.603728,310834.01,2789862.56,一工處,景美段,2012/11/8,新北市,金山區,重和村,
03K+500,台2甲線,25.212553,121.600861,310546.92,2789455.97,一工處,景美段,2012/11/8,新北市,金山區,重和村,
04K+000,台2甲線,25.209383,121.597513,310211.1,2789103.32,一工處,景美段,2012/11/8,新北市,金山區,重和村,
04K+500,台2甲線,25.206129,121.594678,309927.01,2788741.62,一工處,景美段,2012/11/8,新北市,金山區,重和村,
05K+000,台2甲線,25.201727,121.593734,309834.03,2788253.59,一工處,景美段,2012/11/8,新北市,金山區,重和村,
05K+500,台2甲線,25.197683,121.595172,309980.93,2787806.28,一工處,景美段,2012/11/8,新北市,金山區,重和村,
06K+000,台2甲線,25.195135,121.592822,309745.34,2787523,一工處,景美段,2012/11/8,新北市,金山區,重和村,
06K+500,台2甲線,25.192408,121.591979,309661.7,2787220.56,一工處,景美段,2012/11/8,新北市,金山區,重和村,
07K+000,台2甲線,25.189383,121.590438,309507.86,2786884.8,一工處,景美段,2012/11/8,新北市,金山區,重和村,
07K+500,台2甲線,25.189193,121.58639,309099.96,2786861.97,一工處,景美段,2012/11/8,新北市,金山區,重和村,
08K+000,台2甲線,25.185964,121.583997,308860.33,2786503.25,一工處,景美段,2012/11/8,新北市,金山區,重和村,
08K+500,台2甲線,25.182601,121.582434,308704.4,2786130.05,一工處,景美段,2012/11/8,新北市,金山區,重和村,
239K+000,台3線,23.772308,120.635058,212805,2629855,五工處,斗南段,2012/5/25,雲林縣,林內鄉,林北村,
09K+000,台2甲線,25.179835,121.581361,308597.57,2785823.2,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
09K+500,台2甲線,25.180061,121.578175,308276.33,2785846.85,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
10K+000,台2甲線,25.181123,121.575812,308037.64,2785963.46,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
10K+500,台2甲線,25.184251,121.573574,307810.59,2786308.98,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
11K+000,台2甲線,25.182296,121.574765,307931.55,2786092.94,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
11K+500,台2甲線,25.183647,121.572329,307685.38,2786241.55,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
12K+000,台2甲線,25.182868,121.572652,307718.31,2786155.4,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
12K+500,台2甲線,25.180411,121.569504,307402.16,2785881.89,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
13K+000,台2甲線,25.178045,121.566793,307130.01,2785618.66,一工處,景美段,2012/11/8,臺北市,士林區,菁山里,現地未設置里程牌，以推估方式辦理
13K+500,台2甲線,25.17864,121.562645,306711.62,2785682.82,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
14K+000,台2甲線,25.182171,121.560746,306518.58,2786073.14,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
14K+500,台2甲線,25.184394,121.558171,306258.01,2786318.3,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
15K+000,台2甲線,25.182638,121.556746,306115.19,2786123.2,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
15K+500,台2甲線,25.181154,121.55679,306120.3,2785958.83,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
16K+000,台2甲線,25.180614,121.555515,305992.04,2785898.49,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
16K+500,台2甲線,25.178285,121.556912,306133.91,2785641.09,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
17K+000,台2甲線,25.180464,121.552949,305733.46,2785880.81,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
17K+500,台2甲線,25.180793,121.548756,305310.68,2785915.52,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
18K+000,台2甲線,25.179748,121.544404,304872.49,2785797.99,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
18K+500,台2甲線,25.178765,121.545062,304939.25,2785689.37,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
19K+000,台2甲線,25.175703,121.543868,304820.27,2785349.71,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
19K+500,台2甲線,25.173666,121.540678,304499.63,2785122.79,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
20K+000,台2甲線,25.169233,121.540783,304512.18,2784631.79,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
20K+500,台2甲線,25.166135,121.542501,304686.74,2784289.33,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
21K+000,台2甲線,25.162677,121.544457,304885.47,2783907.09,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
21K+500,台2甲線,25.159497,121.546336,305076.32,2783555.62,一工處,景美段,2012/11/8,臺北市,北投區,湖田里,現地未設置里程牌，以推估方式辦理
22K+000,台2甲線,25.155356,121.546149,305059.33,2783096.85,一工處,景美段,2012/11/8,臺北市,北投區,湖山里,現地未設置里程牌，以推估方式辦理
22K+500,台2甲線,25.153253,121.545808,305025.89,2782863.77,一工處,景美段,2012/11/8,臺北市,北投區,湖山里,現地未設置里程牌，以推估方式辦理
23K+000,台2甲線,25.152327,121.546298,305075.71,2782761.4,一工處,景美段,2012/11/8,臺北市,北投區,湖山里,現地未設置里程牌，以推估方式辦理
23K+500,台2甲線,25.151077,121.550029,305452.43,2782624.47,一工處,景美段,2012/11/8,臺北市,北投區,湖山里,現地未設置里程牌，以推估方式辦理
24K+000,台2甲線,25.146806,121.54923,305373.8,2782151.05,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
24K+500,台2甲線,25.142793,121.549373,305390.03,2781706.6,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
25K+000,台2甲線,25.140041,121.547287,305180.94,2781400.91,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
25K+500,台2甲線,25.136242,121.546235,305076.58,2780979.67,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
26K+000,台2甲線,25.131889,121.546678,305123.2,2780497.68,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
26K+500,台2甲線,25.127777,121.548686,305327.53,2780043.03,一工處,景美段,2012/11/8,臺北市,士林區,陽明里,現地未設置里程牌，以推估方式辦理
27K+000,台2甲線,25.123787,121.550988,305561.46,2779602.01,一工處,景美段,2012/11/8,臺北市,士林區,新安里,現地未設置里程牌，以推估方式辦理
27K+500,台2甲線,25.1198,121.553032,305769.39,2779161.23,一工處,景美段,2012/11/8,臺北市,士林區,新安里,現地未設置里程牌，以推估方式辦理
28K+000,台2甲線,25.115843,121.551011,305567.38,2778722.09,一工處,景美段,2012/11/8,臺北市,士林區,新安里,現地未設置里程牌，以推估方式辦理
28K+500,台2甲線,25.111567,121.549496,305416.52,2778247.83,一工處,景美段,2012/11/8,臺北市,士林區,永福里,現地未設置里程牌，以推估方式辦理
29K+000,台2甲線,25.108323,121.546119,305077.39,2777887.12,一工處,景美段,2012/11/8,臺北市,士林區,永福里,現地未設置里程牌，以推估方式辦理
29K+500,台2甲線,25.104759,121.543318,304796.49,2777491.2,一工處,景美段,2012/11/8,臺北市,士林區,永福里,現地未設置里程牌，以推估方式辦理
30K+000,台2甲線,25.102122,121.539609,304423.57,2777197.61,一工處,景美段,2012/11/8,臺北市,士林區,芝山里,現地未設置里程牌，以推估方式辦理
30K+500,台2甲線,25.106077,121.537294,304188.34,2777634.76,一工處,景美段,2012/11/8,臺北市,士林區,芝山里,現地未設置里程牌，以推估方式辦理
31K+000,台2甲線,25.108226,121.534829,303938.79,2777871.81,一工處,景美段,2012/11/8,臺北市,士林區,芝山里,現地未設置里程牌，以推估方式辦理
31K+500,台2甲線,25.104576,121.536763,304135.45,2777468.29,一工處,景美段,2012/11/8,臺北市,士林區,岩山里,現地未設置里程牌，以推估方式辦理
32K+000,台2甲線,25.100373,121.537177,304179.05,2777002.9,一工處,景美段,2012/11/8,臺北市,士林區,岩山里,現地未設置里程牌，以推估方式辦理
32K+500,台2甲線,25.097437,121.533507,303810.18,2776676.22,一工處,景美段,2012/11/8,臺北市,士林區,福志里,現地未設置里程牌，以推估方式辦理
33K+000,台2甲線,25.094788,121.529501,303407.27,2776381.21,一工處,景美段,2012/11/8,臺北市,士林區,福林里,現地未設置里程牌，以推估方式辦理
33K+500,台2甲線,25.090997,121.527512,303208.29,2775960.51,一工處,景美段,2012/11/8,臺北市,士林區,福林里,現地未設置里程牌，以推估方式辦理
34K+000,台2甲線,25.086829,121.526211,303078.86,2775498.32,一工處,景美段,2012/11/8,臺北市,士林區,仁勇里,現地未設置里程牌，以推估方式辦理
34K+500,台2甲線,25.082495,121.525346,302993.47,2775017.92,一工處,景美段,2012/11/8,臺北市,士林區,福林里,現地未設置里程牌，以推估方式辦理
35K+000,台2甲線,25.078311,121.524905,302950.78,2774554.3,一工處,景美段,2012/11/8,臺北市,中山區,劍潭里,現地未設置里程牌，以推估方式辦理
35K+500,台2甲線,25.074125,121.524512,302912.93,2774090.48,一工處,景美段,2012/11/8,臺北市,中山區,圓山里,現地未設置里程牌，以推估方式辦理
36K+000,台2甲線,25.069802,121.523223,302784.75,2773611.14,一工處,景美段,2012/11/8,臺北市,中山區,圓山里,現地未設置里程牌，以推估方式辦理
36K+500,台2甲線,25.065385,121.522268,302690.29,2773121.51,一工處,景美段,2012/11/8,臺北市,中山區,晴光里,現地未設置里程牌，以推估方式辦理
00K+000,台2乙線,25.063013,121.513613,301818.1066,2772855.471,一工處,景美段,2012/10/4,臺北市,大同區,隆和里,現地未設置里程牌，以推估方式辦理
00K+500,台2乙線,25.067539,121.513705,301825.5,2773356.8,一工處,景美段,2012/10/4,臺北市,大同區,國慶里,現地未設置里程牌，以推估方式辦理
01K+000,台2乙線,25.072053,121.513769,301830,2773856.8,一工處,景美段,2012/10/4,臺北市,大同區,老師里,現地未設置里程牌，以推估方式辦理
01K+500,台2乙線,25.076567,121.513835,301834.8,2774356.8,一工處,景美段,2012/10/4,臺北市,大同區,老師里,現地未設置里程牌，以推估方式辦理
02K+000,台2乙線,25.080974,121.513162,301765.1,2774844.7,一工處,景美段,2012/10/4,臺北市,士林區,福順里,現地未設置里程牌，以推估方式辦理
02K+500,台2乙線,25.085183,121.511371,301582.6,2775310.2,一工處,景美段,2012/10/4,臺北市,士林區,葫東里,現地未設置里程牌，以推估方式辦理
03K+000,台2乙線,25.088824,121.513179,301763.5,2775714.2,一工處,景美段,2012/10/4,臺北市,士林區,葫東里,現地未設置里程牌，以推估方式辦理
03K+500,台2乙線,25.091665,121.515838,302030.5,2776029.9,一工處,景美段,2012/10/4,臺北市,士林區,後港里,現地未設置里程牌，以推估方式辦理
04K+000,台2乙線,25.095893,121.514108,301854.2,2776497.6,一工處,景美段,2012/10/4,臺北市,士林區,後港里,現地未設置里程牌，以推估方式辦理
04K+500,台2乙線,25.100151,121.512478,301688,2776968.6,一工處,景美段,2012/10/4,臺北市,北投區,建民里,現地未設置里程牌，以推估方式辦理
05K+000,台2乙線,25.104646,121.512021,301640,2777466.3,一工處,景美段,2012/10/4,臺北市,北投區,建民里,現地未設置里程牌，以推估方式辦理
05K+500,台2乙線,25.109137,121.511534,301589,2777963.6,一工處,景美段,2012/10/4,臺北市,北投區,福興里,現地未設置里程牌，以推估方式辦理
06K+000,台2乙線,25.112791,121.508932,301325.1,2778367.3,一工處,景美段,2012/10/4,臺北市,北投區,吉慶里,現地未設置里程牌，以推估方式辦理
06K+500,台2乙線,25.11599,121.505435,300971.1,2778720.4,一工處,景美段,2012/10/4,臺北市,北投區,立賢里,現地未設置里程牌，以推估方式辦理
07K+000,台2乙線,25.119126,121.501867,300610,2779066.4,一工處,景美段,2012/10/4,臺北市,北投區,立農里,現地未設置里程牌，以推估方式辦理
07K+500,台2乙線,25.121269,121.497858,300204.8,2779302.3,一工處,景美段,2012/10/4,臺北市,北投區,八仙里,現地未設置里程牌，以推估方式辦理
08K+000,台2乙線,25.121554,121.49291,299705.7,2779332,一工處,景美段,2012/10/4,臺北市,北投區,八仙里,現地未設置里程牌，以推估方式辦理
08K+500,台2乙線,25.121845,121.487962,299206.6,2779362.4,一工處,景美段,2012/10/4,臺北市,北投區,八仙里,現地未設置里程牌，以推估方式辦理
09K+000,台2乙線,25.122197,121.483019,298708,2779399.6,一工處,景美段,2012/10/4,臺北市,北投區,八仙里,現地未設置里程牌，以推估方式辦理
09K+500,台2乙線,25.122505,121.478073,298209.1,2779432,一工處,景美段,2012/10/4,臺北市,北投區,八仙里,現地未設置里程牌，以推估方式辦理
10K+000,台2乙線,25.122716,121.473117,297709.3,2779453.6,一工處,景美段,2012/10/4,臺北市,北投區,一德里,現地未設置里程牌，以推估方式辦理
10K+500,台2乙線,25.123131,121.46818,297211.3,2779497.8,一工處,景美段,2012/10/4,臺北市,北投區,一德里,現地未設置里程牌，以推估方式辦理
11K+000,台2乙線,25.124319,121.46348,296736.9034,2779627.744,一工處,景美段,2012/5/25,新北市,淡水區,福德里,
11K+500,台2乙線,25.127737,121.460386,296423.5438,2780005.318,一工處,景美段,2012/5/25,新北市,淡水區,福德里,
12K+000,台2乙線,25.131756,121.458338,296215.5756,2780449.707,一工處,景美段,2012/5/25,新北市,淡水區,福德里,
12K+500,台2乙線,25.136006,121.459881,296369.4767,2780921.091,一工處,景美段,2012/5/25,新北市,淡水區,竹圍里,
13K+000,台2乙線,25.140468,121.459679,296347.508,2781415.255,一工處,景美段,2012/5/25,新北市,淡水區,八勢里,
13K+500,台2乙線,25.144982,121.459641,296341.9,2781915.206,一工處,景美段,2012/5/25,新北市,淡水區,八勢里,
14K+000,台2乙線,25.149493,121.459532,296329.2595,2782414.832,一工處,景美段,2012/5/25,新北市,淡水區,八勢里,
14K+500,台2乙線,25.154002,121.459358,296310.0386,2782914.241,一工處,景美段,2012/5/25,新北市,淡水區,八勢里,
15K+000,台2乙線,25.15814,121.457879,296159.3527,2783372.045,一工處,景美段,2012/5/25,新北市,淡水區,八勢里,
15K+500,台2乙線,25.160219,121.453531,295720.2,2783600.8,一工處,景美段,2012/5/25,新北市,淡水區,竿蓁里,
16K+000,台2乙線,25.163913,121.450951,295458.8,2784009.2,一工處,景美段,2012/5/25,新北市,淡水區,竿蓁里,
16K+500,台2乙線,25.167055,121.447667,295126.5853,2784356.038,一工處,景美段,2012/5/25,新北市,淡水區,鄧公里,
17K+000,台2乙線,25.170001,121.444148,294770.74,2784681.23,一工處,景美段,2012/5/25,新北市,淡水區,長庚里,
17K+500,台2乙線,25.172371,121.440284,294380.3427,2784942.449,一工處,景美段,2012/5/25,新北市,淡水區,協元里,
18K+000,台2乙線,25.173454,121.435506,293898.3753,2785060.806,一工處,景美段,2012/5/25,新北市,淡水區,新生里,
18K+500,台2乙線,25.175205,121.430976,293441.1232,2785253.332,一工處,景美段,2012/5/25,新北市,淡水區,油車里,
19K+000,台2乙線,25.17638,121.426279,292967.2701,2785381.935,一工處,景美段,2012/5/25,新北市,淡水區,油車里,
19K+500,台2乙線,25.179049,121.422283,292563.5513,2785676.399,一工處,景美段,2012/5/25,新北市,淡水區,油車里,
20K+000,台2乙線,25.182611,121.419498,292281.5588,2786070.041,一工處,景美段,2012/5/25,新北市,淡水區,沙崙里,
20K+500,台2乙線,25.186215,121.418615,292191.4036,2786468.891,一工處,景美段,2012/5/25,新北市,淡水區,沙崙里,
21K+000,台2乙線,25.187783,121.423234,292656.36,2786644.04,一工處,景美段,2012/5/25,新北市,淡水區,沙崙里,
21K+500,台2乙線,25.190201,121.426258,292960.3375,2786912.841,一工處,景美段,2012/5/25,新北市,淡水區,沙崙里,
22K+000,台2乙線,25.19401,121.425141,292846.37,2787334.44,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
25K+217,台2乙線,25.196624,121.445775,294924.94,2787630.75,一工處,景美段,2012/5/25,新北市,淡水區,埤島里,
25K+000,台2乙線,25.197179,121.443607,294706.2936,2787691.408,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
22K+500,台2乙線,25.197849,121.427472,293079.922,2787760.406,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
24K+500,台2乙線,25.200133,121.440583,294400.4981,2788017.69,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
23K+000,台2乙線,25.202018,121.429373,293270.0628,2788222.814,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
24K+000,台2乙線,25.203156,121.437125,294050.8701,2788351.419,一工處,景美段,2012/5/25,新北市,淡水區,義山里,
23K+500,台2乙線,25.204487,121.432582,293592.6277,2788497.282,一工處,景美段,2012/5/25,新北市,淡水區,崁頂里,
09K+000,台2丙線,25.041237,121.777145,328420.4,2770570.18,一工處,景美段,2012/8/10,新北市,平溪區,南山村,
09K+500,台2丙線,25.038545,121.780076,328717.89,2770273.69,一工處,景美段,2012/8/10,新北市,平溪區,南山村,
10K+000,台2丙線,25.035536,121.77937,328648.57,2769939.98,一工處,景美段,2012/8/10,新北市,平溪區,平湖村,
10K+500,台2丙線,25.031263,121.778796,328593.36,2769466.33,一工處,景美段,2012/8/10,新北市,平溪區,平湖村,
11K+000,台2丙線,25.027142,121.78049,328766.95,2769010.83,一工處,景美段,2012/8/10,新北市,平溪區,平湖村,
11K+500,台2丙線,25.024399,121.782466,328968.14,2768708.14,一工處,景美段,2012/8/13,新北市,平溪區,平湖村,
12K+000,台2丙線,25.022525,121.787013,329428.25,2768503.22,一工處,景美段,2012/8/13,新北市,平溪區,平湖村,
12K+500,台2丙線,25.020345,121.791533,329885.86,2768264.4,一工處,景美段,2012/8/13,新北市,雙溪區,長源村,
13K+000,台2丙線,25.018087,121.796537,330392.39,2768017.24,一工處,景美段,2012/8/10,新北市,雙溪區,外柑村,
13K+500,台2丙線,25.016465,121.800857,330829.47,2767840.15,一工處,景美段,2012/8/10,新北市,雙溪區,外柑村,
14K+000,台2丙線,25.019006,121.804623,331207.92,2768123.86,一工處,景美段,2012/8/10,新北市,雙溪區,外柑村,
14K+500,台2丙線,25.020702,121.808546,331602.75,2768314.09,一工處,景美段,2012/8/10,新北市,雙溪區,外柑村,
15K+000,台2丙線,25.021016,121.813563,332108.91,2768351.9,一工處,景美段,2012/8/10,新北市,雙溪區,外柑村,
15K+500,台2丙線,25.023545,121.817285,332482.88,2768634.3,一工處,景美段,2012/8/10,新北市,雙溪區,上林村,
16K+000,台2丙線,25.025172,121.822022,332959.88,2768817.41,一工處,景美段,2012/8/10,新北市,雙溪區,上林村,
16K+500,台2丙線,25.027106,121.826383,333398.71,2769034.32,一工處,景美段,2012/8/10,新北市,雙溪區,上林村,
17K+000,台2丙線,25.029061,121.830873,333850.54,2769253.65,一工處,景美段,2012/8/10,新北市,雙溪區,上林村,
17K+500,台2丙線,25.030678,121.835449,334311.26,2769435.61,一工處,景美段,2012/8/10,新北市,雙溪區,上林村,
18K+000,台2丙線,25.033683,121.839248,334692.6,2769770.84,一工處,景美段,2012/8/10,新北市,雙溪區,平林村,
18K+500,台2丙線,25.034979,121.843641,335135.05,2769917.16,一工處,景美段,2012/8/10,新北市,雙溪區,平林村,
19K+000,台2丙線,25.035154,121.848527,335628.02,2769939.62,一工處,景美段,2012/8/10,新北市,雙溪區,平林村,
19K+500,台2丙線,25.036044,121.853714,336150.86,2770041.5,一工處,景美段,2012/8/10,新北市,雙溪區,平林村,
20K+000,台2丙線,25.034866,121.858169,336601.28,2769913.86,一工處,景美段,2012/8/10,新北市,雙溪區,共和村,
20K+500,台2丙線,25.034483,121.86293,337082.02,2769874.48,一工處,景美段,2012/8/10,新北市,雙溪區,共和村,
21K+000,台2丙線,25.032166,121.866569,337450.91,2769620.17,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
21K+500,台2丙線,25.028445,121.870421,337842.31,2769210.49,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
22K+000,台2丙線,25.025641,121.873747,338179.99,2768902.05,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
22K+500,台2丙線,25.02339,121.877493,338559.68,2768655.15,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
23K+000,台2丙線,25.023533,121.882732,339088.35,2768674.42,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
23K+500,台2丙線,25.023637,121.887846,339604.42,2768689.32,一工處,景美段,2012/8/10,新北市,雙溪區,魚行村,
24K+000,台2丙線,25.021335,121.891632,339988.22,2768436.83,一工處,景美段,2012/8/10,新北市,貢寮區,貢寮村,
24K+500,台2丙線,25.020812,121.896551,340485.08,2768382.18,一工處,景美段,2012/8/10,新北市,貢寮區,貢寮村,
25K+000,台2丙線,25.021222,121.901556,340989.94,2768430.95,一工處,景美段,2012/8/10,新北市,貢寮區,貢寮村,
25K+500,台2丙線,25.020863,121.90639,341478.11,2768394.43,一工處,景美段,2012/8/10,新北市,貢寮區,貢寮村,
26K+000,台2丙線,25.017076,121.908047,341648.16,2767976.06,一工處,景美段,2012/8/10,新北市,貢寮區,龍崗村,
26K+500,台2丙線,25.016769,121.912145,342062.02,2767944.83,一工處,景美段,2012/8/10,新北市,貢寮區,龍崗村,
27K+000,台2丙線,25.013495,121.915156,342368.39,2767584.22,一工處,景美段,2012/8/10,新北市,貢寮區,龍崗村,
27K+500,台2丙線,25.0106,121.918697,342727.98,2767265.95,一工處,景美段,2012/8/10,新北市,貢寮區,雙玉村,
28K+000,台2丙線,25.010052,121.923948,343258.43,2767208.85,一工處,景美段,2012/8/10,新北市,貢寮區,雙玉村,
28K+500,台2丙線,25.013675,121.926625,343525.91,2767612.03,一工處,景美段,2012/8/10,新北市,貢寮區,雙玉村,
29K+000,台2丙線,25.017426,121.92767,343628.54,2768028.25,一工處,景美段,2012/8/10,新北市,貢寮區,雙玉村,
29K+500,台2丙線,25.018113,121.932356,344101,2768107.6,一工處,景美段,2012/8/10,新北市,貢寮區,雙玉村,
00K+000,台2丁線,25.10884,121.731399,323763.6426,2778032.776,一工處,景美段,2012/6/7,基隆市,暖暖區,八南里,
00K+500,台2丁線,25.105514,121.734497,324078.01,2777666.06,一工處,景美段,2012/6/11,基隆市,暖暖區,八堵里,
01K+000,台2丁線,25.102944,121.738264,324459.5,2777383.46,一工處,景美段,2012/6/11,基隆市,暖暖區,暖暖里,
01K+500,台2丁線,25.102256,121.743491,324987.12,2777310.14,一工處,景美段,2012/6/11,基隆市,暖暖區,暖暖里,
02K+000,台2丁線,25.099358,121.746546,325297.03,2776990.83,一工處,景美段,2012/6/11,基隆市,暖暖區,碇和里,
02K+500,台2丁線,25.098426,121.751137,325760.68,2776890.16,一工處,景美段,2012/6/11,基隆市,暖暖區,碇內里,
03K+000,台2丁線,25.099117,121.756122,326263.06,2776969.5,一工處,景美段,2012/6/11,基隆市,暖暖區,碇安里,
